portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
24.774966140854	28.332651717671	26.497423962125	35.282851200605	23.767620411532	34.633740210964
24.62574703928	28.650856665274	26.610969604347	35.519138422301	23.699609050823	34.158122340797
25.391303480801	28.594507043662	26.597951318864	35.57868790292	23.77778883273	34.258824352414
24.989455639937	28.545988082524	26.606451612903	35.517015341702	23.824960870909	34.710487282863
25.560370931113	27.239101717305	26.19059307152	35.400157750754	23.197243506817	34.292148242456
25.571323229002	29.137202639434	26.516676785874	35.392737000769	23.119480699806	35.0149389361
25.666011553809	29.407356961774	26.751325757576	35.689053710986	23.213413662617	34.833238429187
25.540782100664	29.168067394845	26.345301308042	35.164552417425	23.055306755503	34.992575220797
25.650303866299	29.355905448878	26.826735840381	35.601070469229	23.033022440113	34.595037116858
25.601426647379	29.218997046627	26.698365483143	35.545343968096	23.098389159805	33.673125267038
25.182176027424	29.098568380755	26.653818268496	35.381435171788	23.82899932198	34.695290500403
25.111606876677	29.233241140538	26.62054218252	35.563781821084	23.87828345906	33.670520751097
25.490548420101	29.306131812016	26.831027174022	33.50511629757	23.593217470935	34.86563074954
25.553498700497	29.250993001702	26.612298717386	34.356392625809	23.960054096518	34.972681574276
25.707093503008	27.392824323784	26.608311776515	35.364495955476	23.638629314558	34.826280200957
25.539765319426	28.78978414533	26.040349825088	35.29127972369	23.481440044752	34.523388959694
25.601171235883	29.236731607332	26.544418317325	35.529049488769	23.138068627354	32.808142838629
25.424004632403	29.138075272037	26.74412787627	35.575137702563	23.816176030933	33.817614832703
25.657228271194	29.40969605377	26.791384646102	33.668501993545	23.228911940849	34.31979852076
25.289934952083	29.136620913402	26.282200357781	35.376139923773	23.853020730405	34.794655330699
