portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
15.356146304676	13.325456212475	23.90585282124	18.914324109098	22.229648211193	17.509112035832
15.284256790123	13.288229602067	23.730096316155	18.820465328196	22.089403147422	14.738486516453
14.629137292389	13.113090480377	23.658448700929	18.888189743437	21.989559326075	17.639540061549
15.329829914115	12.917888973262	23.77968159204	18.691236544712	21.888897757203	15.929648839216
15.220061759139	13.266393116086	23.677828280306	18.829604011416	21.881911752972	17.572637475455
15.390814428786	13.384306890986	23.908936651584	18.786090326963	22.045184742555	17.479947253096
15.26049698374	13.246077046996	23.623315659385	18.881432901078	22.132471453996	17.202195389682
15.357060633125	12.755268350434	23.567178722346	18.752557787041	21.692379061624	17.790586732403
15.10809421164	12.305752490353	23.820448927518	18.94600765764	22.181733300224	17.97532391107
15.344574227581	12.965414707393	23.691081370129	18.906984149096	21.929592387502	17.909408912032
15.236605139558	12.875563921006	23.503274508824	18.772213182667	21.809260621484	17.888077182674
15.319207277839	13.353497332543	23.88424945033	18.999240083591	21.596716361578	18.042219207115
15.258972976212	13.128321375069	23.650658551187	18.843422122613	21.292178977075	18.066732119481
15.37552285666	13.376491894781	23.796493044838	18.799236252037	22.077726356945	17.877075686936
15.252118707513	13.252270805352	23.263916887887	18.911500373227	22.165440848048	18.14898534554
15.42041332855	13.406077978239	23.016509340025	18.682694695848	17.056835272698	17.38501042051
15.319207277839	13.293932135729	23.696214329625	18.942796758018	20.766478753232	17.378425254932
15.025531448608	12.963749864185	23.1880135283	18.590401886057	21.46312067334	17.686093004336
15.116165413534	13.266525242264	23.548681622191	18.579451288912	21.82900693484	17.575790806408
15.282898310274	13.267185912631	23.744242424242	15.1653763697	21.645303867403	18.103356785118
