portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
22.181953632517	20.858025674196	27.272148688829	24.869077132232	26.952501545395	24.691118234961
22.155325164939	20.846823281349	27.1971612929	24.630416126135	27.07142502063	24.75179584121
22.255790312936	20.809155530846	27.084619822544	24.755736660895	27.128605445905	24.746625419025
22.181512972307	20.792847577005	27.170564990919	24.910259594464	27.117258069335	24.757953923471
22.259339739245	20.852837884893	27.281644184473	24.907290228372	27.158911597195	24.442253942903
22.325655329614	20.874436067762	27.30853871048	24.878869661851	26.875330562901	24.179617352526
22.13557	18.384705057151	26.460316041437	24.697736523379	27.032279354413	24.739488862371
22.141046995836	20.2712039801	27.271335096756	24.98123960108	27.229095097202	24.921153330087
22.358764912559	20.221304641283	27.180871665868	24.821932432702	27.081387253342	24.711965591227
22.264222049411	20.332504965218	27.493743840893	24.990202820551	27.264557050116	24.777927174216
22.455940110449	20.413106261351	27.192543916591	24.732110547768	27.010401366866	24.374614266659
22.339475015123	20.792435049153	27.113747709711	24.483067201264	24.444449990516	24.927099384625
22.493834187061	20.640086678197	27.300111491598	23.972688741194	25.92297742356	24.549816489124
22.415719715815	21.016361198033	27.242348687282	19.523012218701	26.659908209489	24.686952983905
22.220800413939	20.866123781744	27.109428514536	24.282346825548	27.227348632569	24.849949557001
21.391315570028	20.554883776707	26.789245143644	24.40741405261	26.919220887853	24.707302539453
22.330566777329	20.869032328724	27.217745136959	24.146687211094	27.206400751384	24.938503923694
22.488220496337	21.065328434447	27.287616166843	23.959577578235	27.167040817345	24.733339961227
22.311379758218	20.864046744508	27.235855521238	24.308795790728	27.218555534603	24.987214366149
22.427993986639	21.089267023536	27.448115832571	24.197441823399	27.029576450826	24.656743554139
