accept all	ip	tcp	tcp src port 80	src net 178.79.150.0/24
123.9896770329	44.927555019295	39.05303030303	22.679921350221	23.566241461935
122.17793636991	44.578666320654	38.520992214015	22.445871486504	23.62590580613
123.70969772671	44.889059370921	39.054587503489	23.003911109342	24.099970235142
118.17456877179	42.415240623036	39.182288608703	22.680600471114	23.967204145985
124.80060314354	44.902480590797	28.108375267799	21.59714538285	24.063908835779
124.1892924283	44.641938289004	38.149718360499	22.487322565833	23.602849944734
122.59526523104	43.560194649143	39.054587503489	22.497203746979	23.897385130743
120.56937311405	44.649525142457	28.496497713301	21.821407968809	24.194067610909
124.54992052305	44.867155290884	39.249860441006	22.269550649195	24.060544632069
124.07514785806	44.676529758585	38.701849967072	22.984239676242	23.437892595768
124.56112777445	44.909641856803	39.167867019477	23.021552496863	24.171917603742
118.99164768413	44.645508251782	39.100580849917	22.953655799728	24.049977541548
123.69733726333	43.085028742814	39.256904424814	23.060596991101	24.231719239441
125.04241546376	44.844011476213	37.664773802764	23.01834295957	24.043977646941
123.56210764125	44.737125019946	38.948205587036	22.301130462571	24.196236639472
125.01244394731	44.207039792301	39.261210326363	23.119480699806	23.291577990268
123.89182303219	44.597361878039	38.816364125186	22.992470134185	24.087484629457
119.01067188936	44.781338284767	39.295691573768	23.169345300216	24.1788952927
124.1433612219	43.023520485584	38.830283591159	23.060366930375	24.014023022873
123.97605431022	44.447028837023	37.756176723191	23.225671784551	24.160136862312
