accept all	ip	tcp	tcp src port 80	src net 178.79.150.0/24
81.562155523604	39.918846833888	37.19566672996	22.806012179589	23.760531313071
80.68086212412	39.912467664772	37.25813325898	22.784926781258	23.122691292876
81.209080465511	39.286673584642	37.188605343618	22.773154082332	23.860403354633
81.625726962048	39.990688827589	36.783914980323	22.802381805158	23.790333980389
81.798585442848	39.861905236908	37.275579333293	22.42085095795	23.638393569491
81.592298856315	39.901707438842	37.234403144748	22.751451800232	23.505624718764
81.558898118935	39.664129827641	37.096311209895	22.748741922997	23.758405408092
80.462512492504	39.959961601536	37.205705945859	22.770665262489	23.83208847316
81.471501554642	39.554749195306	36.979943466145	22.777680603453	23.672862193636
81.659998800384	39.816627475987	36.453536740705	22.807146908678	23.735516998222
81.465800259922	39.905692031157	37.185632930362	22.489343010313	23.335054002541
81.363313231359	40.02257392587	37.166694960106	22.791497613365	23.536755871109
81.621648897371	39.560285531473	37.248860084025	22.826454594347	23.791281321241
80.830630738642	39.897723642172	37.209797550612	22.771570224942	23.815938692736
81.639595430604	39.096288756499	37.051995500294	22.76998658785	23.733631262724
81.608601828263	39.879806396887	36.686444054829	22.768629359931	23.762421325803
81.310543698425	39.847595875796	37.12591395597	22.511141977776	23.612725515785
81.625726962049	39.918448076078	37.191206595054	22.821454176126	23.505945238355
81.351941699113	39.927222588574	37.183775413357	22.802381805158	23.768802339227
80.402246966595	40.032947533172	37.26295713489	22.837372207497	23.829949744735
