accept all	ip	tcp	tcp src port 80	src net 178.79.150.0/24
134.21411449802	48.353400289812	43.859184775004	25.046118808123	25.673146805933
135.76573391655	48.648178807947	44.215870162297	26.369732564865	24.746871580623
134.36979041677	48.630717846461	44.001327769347	26.211777158663	25.4374644145
130.12501373503	48.624415579237	44.292958672417	26.23247121842	25.659537237021
135.02097776357	46.706548414773	43.91496039456	26.08881379516	25.569794437968
134.10016689486	48.426240293464	42.268280987773	26.329301075269	25.726275992438
135.81184815185	48.704040978941	44.286782794028	25.185187769096	25.513611055876
135.05875417175	48.452804595867	44.04397877507	26.193206538009	23.752029975054
134.79297912713	47.493459846149	43.284331663617	26.195297686765	25.618295081313
135.46376464004	48.711336808677	43.919336355937	25.985806902055	25.636722379292
135.99939064592	48.711336808677	31.053659557922	24.553724023358	25.436702159538
135.22611614502	48.272837018118	43.938600951042	25.340770003881	25.553498700497
135.98308995385	48.869385596392	44.216753393326	26.366577598756	24.678684984102
135.01828025732	47.968586021129	43.90096317619	26.04061010105	25.227176072438
132.52873574705	47.861431064572	38.28112786153	26.165269484953	25.305516083194
135.06685186665	48.197342338304	42.72814286568	26.303898067378	25.603470122821
135.74091072714	48.354849993005	44.238845642681	25.559861750234	25.410051986151
135.14923358431	48.228088711687	43.99517877463	26.081296450856	24.632136762372
135.6337686213	48.64381239217	44.296929789608	26.263668053749	25.679010874423
130.9987124335	48.09563446913	44.071057399406	26.16318312751	25.521984743454
