accept all	ip	tcp	tcp port 5555	portrange 0-6000
69.590289582774	29.700529495621	26.01276801308	19.454507557757	18.178667975475
69.690745460338	29.806504355824	26.026501293834	19.550677402328	18.139946359855
69.512203840883	29.667299542295	25.988431924325	19.488303336535	18.197948917918
69.66161807145	29.732065951428	26.153492090771	19.530386601605	18.117692731748
69.692826920205	29.637405905215	26.04683767553	19.493838815047	18.224384757769
68.810474477308	29.454591355864	25.789858382823	19.367956241337	17.908700190336
69.120976341877	29.425372005044	25.752098707299	19.310255794901	18.097879535266
68.492696052052	28.902240241778	25.73032815808	19.40338768824	17.886872868039
69.229664645905	29.362426072732	25.656394769249	18.931589537223	18.458213689615
68.700400408259	29.469470919072	26.011608118251	19.171907222848	18.529448666333
69.598592179437	29.69372640509	25.944895372368	19.076611156075	18.548891485624
69.660924858943	29.773036976549	26.154664674015	19.092375918441	18.330180675569
69.600668138162	29.670317374203	26.00870883367	19.079262808458	18.608652657602
69.638056583502	29.784184415871	26.132403556843	19.068504792802	18.534747209977
69.58198896675	29.66076301205	26.060412928396	18.908884639072	18.338968398054
67.907998253868	29.156480378518	25.748499293785	18.90275752568	18.302862969645
68.888346552776	29.648954283246	26.033276558398	19.350609933077	18.528271623564
69.52739263438	29.701033552263	26.009868469941	19.507691278759	18.541816650377
69.73309293036	29.620100196331	25.999435464702	19.483747067124	18.502707888957
69.645677673535	29.698009469022	25.981294259119	19.49204758086	18.561728395062
