accept all	ip	tcp	tcp port 5555	portrange 0-6000
78.801736781166	30.706015492723	28.177008533247	19.546255654213	19.292055591841
78.594709035443	30.863597485164	28.045158809013	19.487815062887	19.131196195786
78.633301881342	30.741074486865	27.994017531512	19.414365468296	19.239563665147
78.991517636932	28.892697060499	28.885782193906	19.530223137314	19.19714358582
78.322611581027	24.929118828523	27.198501814452	19.293650728029	18.987354956304
78.858042214627	30.104656563398	28.802113162832	19.590069933592	19.151451481849
75.732678041543	30.287528988266	28.50724460625	19.36442021228	18.907812107511
77.681929727776	30.305098833736	28.731893515896	19.484885934734	19.131823622977
78.677237871373	29.984734132321	27.923890670624	19.442026328945	19.132451091324
78.535757902126	30.438187004313	28.810410819086	19.227990375424	19.129470983186
77.923555453783	30.57912669707	26.612238070618	15.915261635838	19.227673494949
78.980822977613	30.788125082465	28.887689412697	18.998176252198	19.192090999564
78.722740592227	30.619788294987	28.809225146921	19.020941170717	19.280259776744
78.765257310393	30.882387195821	28.892697060499	19.086285447868	19.129000524659
78.67420622688	28.259817852991	27.91565044703	19.181205405583	19.282968349723
79.035854954371	29.225376573929	28.876964581838	19.504267074567	19.232586316319
78.977004158205	29.024230061197	28.595746766775	19.409197907222	18.946500052777
78.524431282811	29.101209727707	27.816924690848	19.501495980076	19.253215838676
75.652703929452	30.828530157835	27.985064602789	18.910263787025	18.624247745231
78.345903322045	29.84233681195	27.787332687636	19.560182740266	19.21453215965
