accept all	ip	tcp	tcp port 5555	portrange 0-6000
92.102189636968	42.577768046128	40.516247775318	30.747015469487	27.481023193003
92.088559138088	42.539733469455	40.545816283091	30.777296109035	27.613490592087
91.977847415203	42.545162819531	40.339389748466	30.740534511378	27.654507099007
92.10128081151	42.328296479039	38.234179911519	30.759174634421	23.994159383033
91.454237254921	42.371723518036	40.617805512764	30.73459603277	27.338285259039
91.711239719768	42.101472286374	37.898539073095	30.629166484358	27.111913245546
91.688716870666	42.277680140597	40.165106031396	30.602119325733	27.534637108828
91.81679389313	42.276914157336	39.163371488033	30.304574065576	27.570858047593
92.162211799555	42.638453385959	40.633719917807	30.167448114183	27.719114292955
92.126734705963	42.594089407298	40.428851118388	30.632383186158	27.5997729029
92.137647825314	42.634168623187	40.574722437162	30.661632531493	27.725701430586
92.020467115575	42.633779142001	40.62912114221	30.787854265257	27.556097906612
91.95881732825	42.65131284329	40.602256810016	30.792187912378	27.418593720624
91.908108906504	42.698139964684	40.546873099446	30.80329845374	27.459894558464
92.012302839117	42.724721004111	40.599431052032	30.794355193468	27.552844120472
91.919875519489	42.712989996431	40.594840034098	30.786229462055	27.690825230813
91.878253337009	42.73880672192	40.482859125607	30.71059558488	27.708800734648
91.688716870667	42.594478163647	40.615331058971	30.737025133042	27.695207349206
92.109460886384	42.376725265146	40.613563776554	30.788666731174	27.640530359865
92.172223100015	42.374416619754	40.610029673074	30.800858867632	27.542003714079
