accept all	ip	tcp	tcp port 5555	icmp
69.95805849975	57.043323442137	44.373759290891	44.563856717636	54.6513148543
69.912898005201	57.188132164531	44.441464767893	43.87907894016	54.724955638006
69.904635496686	56.433219496443	44.381545167427	44.43078231607	56.287259169611
68.288056268483	57.317722827383	44.352055224349	42.068820630433	55.884182679729
68.332963058411	57.407871946485	44.497426021258	44.415589216565	56.336745858081
70.192427063936	55.555255856967	44.150367927388	44.357376897873	56.443713664924
70.22255504516	56.242246928028	42.927835788233	44.449685534591	56.294401874177
70.011563219856	57.249444091487	43.18124640598	44.290743539647	56.211548208507
70.136086686855	57.357056898764	44.386463971037	43.211141981136	56.451448707909
70.180255003788	57.03598943756	44.255667900621	44.475600840297	54.772252402841
70.121376266426	57.322850298687	44.284621693097	44.474366092911	54.863437883501
70.14184461857	57.198909000744	44.321786926368	44.504431088927	56.337846550613
67.96874447548	57.122424722662	44.477247276799	44.435712040239	56.046025714536
69.405542016428	56.266390883547	43.786329925837	43.709868121874	55.088262265016
68.896235966634	56.034045530067	43.975440587083	44.524634512406	56.4282499364
70.00646400641	57.138271311378	43.291326241071	44.515561319007	56.413898344876
69.907177598982	57.176792512691	44.483422499491	43.302248051538	55.611505935219
69.916712129478	56.767627053577	44.070205683579	44.108631007012	56.190736013407
69.432490270617	57.188699265195	44.317699784216	44.423389780374	56.251024150442
68.281385973324	57.236375906867	44.46983927233	37.673388598193	56.165562913907
