accept all	ip	tcp	tcp port 5555	icmp
76.13382310716	56.544989263759	46.427984890787	45.617548788822	58.023750183258
76.742449949101	59.266247379455	46.198138962587	45.816729269548	56.407276995305
76.517170350174	59.743560145269	46.408706400402	45.909955006162	56.424779651636
76.167759573667	59.214088324855	46.010167252257	45.884093946916	57.943798065744
76.727900456011	59.625494053633	45.220934171403	44.630486060809	57.540183782813
76.445663952598	59.133942696432	46.142250897709	45.681723128398	57.898423516453
75.935336697511	59.463715985117	45.928821269519	45.40292867265	57.66791660417
76.27050725069	59.669383375163	46.485017313756	43.110748309083	57.989743589743
76.212299915754	59.086166924266	46.169734465665	45.849512015951	57.798452009724
76.776931295119	59.695324283559	45.26608269756	45.903815846029	56.133855048765
75.501399185036	59.287136739333	46.169290922541	45.588556142631	57.66330377051
76.834469114091	59.602781591886	46.436957088885	45.8337704449	56.256511305773
73.973910031938	59.322159426551	45.5043838885	45.462199182685	57.964764161103
76.968289557976	59.49736923553	46.441444488466	44.502370545966	54.980599277359
66.714856570584	55.499653553006	46.378252142361	45.20732212063	57.340518612791
69.943422656405	52.805801507146	46.385861959135	45.847762418553	58.227118526724
74.60550316296	59.554245554405	46.306752485933	45.989033597764	58.084360647813
76.747811679691	57.993242427899	45.984193202695	45.832896230104	58.180293138485
76.665171138295	59.585890521356	45.920483101943	45.898555015423	57.38787776263
75.945086419753	59.082016157359	45.889789643549	45.725621533162	57.530425761143
