accept all	ip	tcp	tcp port 5555	icmp
88.89854884805	69.48958935801	51.568678297104	51.550700800915	67.90452052738
88.69101444996	69.679757870127	51.847776249427	51.559457502257	68.581009971281
89.166573898846	69.500894810101	51.549779215904	51.707387051366	68.316571306727
89.089712574961	69.371103793586	51.35240062687	51.753789272477	68.656327288637
89.057519828034	69.401783457887	51.531354432868	51.776091933384	68.683923754399
89.108708953702	68.961731971337	51.407789058948	51.753789272478	68.477794302304
89.119449621244	69.422460568963	51.556231003039	51.892563098934	68.70785864272
89.002268623547	68.610994619579	51.705069124424	52.022226632268	68.836409861601
89.014632339322	69.259883087288	51.576057307923	51.86642803824	68.289269189439
88.863207721608	69.488961385181	51.442639621076	51.806324110672	68.780378722148
88.849243397639	69.535462051129	51.676344086021	51.773767842715	68.495483779017
89.107882855739	69.504035866333	51.628231755354	51.922931484649	68.41077926353
89.166573898846	69.476404311646	50.869542206933	51.733826115038	68.648971975967
88.934740971715	69.576358602219	51.63377860545	51.802601322219	68.667976424362
89.19139617319	69.444404306047	51.61067458968	51.807720294295	68.602424902085
89.177328521194	69.521002477262	51.571445178714	51.826809015421	68.639780051059
89.04926902481	69.051527505882	51.557613738971	51.800274851122	68.709700478948
88.982493820533	69.354835800164	51.540104562313	50.930639207305	68.819775715321
88.966844998981	69.424967722713	51.619451679601	51.771443960681	68.69558225756
88.942970564557	69.344828519123	51.551622418879	51.78678543848	68.37428086181
